symbol,time,open,high,low,close
NIFTY 50,91559,24616.5,24630.7,24576.3,24603.2
NIFTY 50,91659,24602.9,24602.9,24587.7,24588.45
NIFTY 50,91759,24589.0,24589.0,24545.6,24548.65
NIFTY 50,91859,24550.25,24550.25,24534.3,24537.0
NIFTY 50,91959,24538.05,24544.2,24533.2,24541.0
NIFTY 50,92059,24541.2,24552.55,24538.5,24550.65
NIFTY 50,92159,24551.05,24551.25,24543.6,24545.25
NIFTY 50,92259,24545.2,24548.9,24540.4,24548.55
NIFTY 50,92359,24548.9,24551.9,24547.9,24549.75
NIFTY 50,92459,24550.2,24568.35,24550.15,24558.25
NIFTY 50,92559,24560.05,24576.4,24557.75,24573.0
NIFTY 50,92659,24575.2,24588.8,24569.8,24588.1
NIFTY 50,92759,24588.3,24593.4,24581.2,24588.85
NIFTY 50,92859,24588.55,24594.95,24583.85,24594.35
NIFTY 50,92959,24595.3,24598.1,24591.4,24597.45
NIFTY 50,93059,24598.55,24599.75,24580.7,24580.7
NIFTY 50,93159,24581.55,24582.5,24576.05,24578.3
NIFTY 50,93259,24578.05,24578.05,24561.3,24572.15
NIFTY 50,93359,24571.45,24572.15,24566.35,24571.4
NIFTY 50,93459,24570.95,24578.95,24570.9,24577.25
NIFTY 50,93559,24576.95,24588.4,24575.3,24588.4
NIFTY 50,93659,24588.6,24593.05,24583.2,24591.7
NIFTY 50,93759,24591.85,24593.2,24566.8,24567.6
NIFTY 50,93859,24568.1,24569.9,24562.95,24563.75
NIFTY 50,93959,24563.9,24564.15,24550.7,24552.65
NIFTY 50,94059,24553.4,24557.4,24550.6,24551.85
NIFTY 50,94159,24550.9,24557.25,24550.2,24555.5
NIFTY 50,94259,24555.7,24563.6,24555.7,24560.5
NIFTY 50,94359,24561.05,24561.05,24553.5,24554.0
NIFTY 50,94459,24554.0,24554.0,24548.4,24551.95
NIFTY 50,94559,24552.05,24558.0,24551.55,24557.1
NIFTY 50,94659,24557.4,24557.4,24552.55,24554.65
NIFTY 50,94759,24555.0,24567.25,24554.4,24566.95
NIFTY 50,94859,24567.35,24571.25,24560.45,24563.6
NIFTY 50,94959,24564.5,24572.15,24564.0,24566.55
