symbol,time,open,high,low,close
NIFTY 50,91559,25551.35,25568.25,25517.05,25521.45
NIFTY 50,91659,25522.5,25531.95,25514.5,25518.1
NIFTY 50,91759,25516.9,25536.2,25513.8,25532.2
NIFTY 50,91859,25531.3,25543.55,25531.3,25537.2
NIFTY 50,91959,25537.2,25540.25,25529.75,25538.15
NIFTY 50,92059,25538.75,25555.3,25538.25,25545.8
NIFTY 50,92159,25545.85,25569.15,25545.85,25568.15
NIFTY 50,92259,25568.15,25575.7,25562.85,25570.6
NIFTY 50,92359,25569.1,25572.0,25552.55,25553.95
NIFTY 50,92459,25553.15,25559.6,25552.0,25556.7
NIFTY 50,92559,25557.45,25576.05,25556.65,25574.45
NIFTY 50,92659,25573.65,25576.95,25567.2,25576.95
NIFTY 50,92759,25575.45,25579.7,25569.8,25578.0
NIFTY 50,92859,25578.05,25579.45,25564.2,25567.25
NIFTY 50,92959,25566.4,25573.55,25563.15,25573.55
NIFTY 50,93059,25574.2,25587.8,25574.2,25584.35
NIFTY 50,93159,25583.8,25585.15,25574.65,25578.65
NIFTY 50,93259,25578.55,25587.25,25574.15,25587.25
NIFTY 50,93359,25586.3,25589.75,25580.65,25581.4
NIFTY 50,93459,25581.85,25582.9,25578.0,25580.65
NIFTY 50,93559,25581.45,25581.45,25571.15,25575.6
NIFTY 50,93659,25575.7,25577.3,25570.1,25575.5
NIFTY 50,93759,25575.45,25582.65,25574.7,25581.1
NIFTY 50,93859,25581.1,25581.1,25573.7,25575.65
NIFTY 50,93959,25574.85,25584.8,25572.9,25584.2
NIFTY 50,94059,25584.3,25585.75,25580.55,25582.15
NIFTY 50,94159,25582.85,25588.4,25581.75,25587.55
NIFTY 50,94259,25587.2,25589.8,25585.3,25588.9
NIFTY 50,94359,25587.6,25588.3,25580.6,25582.75
NIFTY 50,94459,25582.5,25586.3,25580.1,25580.1
NIFTY 50,94559,25580.25,25583.35,25574.8,25575.3
NIFTY 50,94659,25573.8,25578.0,25567.1,25572.65
NIFTY 50,94759,25573.7,25583.5,25571.05,25582.95
NIFTY 50,94859,25583.2,25589.35,25581.85,25587.75
NIFTY 50,94959,25587.15,25593.4,25585.35,25590.0
NIFTY 50,95059,25590.95,25591.8,25579.4,25579.6
NIFTY 50,95159,25580.15,25582.85,25574.95,25575.4
NIFTY 50,95259,25575.95,25576.6,25570.65,25573.7
NIFTY 50,95359,25573.7,25575.8,25565.0,25566.2
NIFTY 50,95459,25565.95,25565.95,25558.6,25560.7
NIFTY 50,95559,25560.05,25560.15,25551.3,25554.5
NIFTY 50,95659,25555.25,25556.25,25552.45,25552.85
NIFTY 50,95759,25553.05,25557.0,25551.55,25554.05
NIFTY 50,95859,25553.95,25568.35,25553.95,25567.8
NIFTY 50,95959,25567.7,25572.75,25565.75,25569.6
NIFTY 50,100059,25569.75,25572.3,25564.0,25564.7
NIFTY 50,100159,25564.6,25565.45,25551.45,25551.8
NIFTY 50,100259,25551.65,25552.1,25545.2,25545.95
NIFTY 50,100359,25546.15,25547.15,25538.3,25546.75
NIFTY 50,100459,25547.5,25553.85,25545.05,25550.65
NIFTY 50,100559,25550.4,25550.4,25541.4,25546.95
NIFTY 50,100659,25547.8,25552.5,25546.85,25551.25
NIFTY 50,100759,25551.5,25557.55,25550.25,25552.6
NIFTY 50,100859,25552.6,25555.9,25549.6,25549.6
NIFTY 50,100959,25548.9,25549.45,25544.35,25547.0
NIFTY 50,101059,25547.6,25548.1,25542.5,25542.7
NIFTY 50,101159,25542.45,25544.4,25538.35,25539.8
NIFTY 50,101259,25538.35,25541.05,25533.5,25533.8
NIFTY 50,101359,25532.95,25538.7,25531.3,25534.9
NIFTY 50,101459,25535.15,25535.8,25530.5,25531.3
