symbol,time,open,high,low,close
NIFTY 50,91559,23674.75,23689.5,23607.75,23643.7
NIFTY 50,91659,23642.75,23642.75,23631.2,23638.7
NIFTY 50,91759,23639.15,23639.15,23630.5,23638.7
NIFTY 50,91859,23638.35,23638.35,23618.65,23620.9
NIFTY 50,91959,23621.75,23625.0,23614.35,23618.2
NIFTY 50,92059,23616.55,23622.25,23611.65,23615.9
NIFTY 50,92159,23614.05,23622.25,23613.75,23617.0
NIFTY 50,92259,23618.45,23618.8,23607.2,23615.25
NIFTY 50,92359,23614.45,23620.55,23609.3,23610.15
NIFTY 50,92459,23612.35,23614.7,23608.1,23609.7
NIFTY 50,92559,23611.2,23615.9,23602.15,23610.3
NIFTY 50,92659,23611.3,23612.0,23600.8,23608.05
NIFTY 50,92759,23609.6,23618.5,23607.85,23609.0
NIFTY 50,92859,23608.7,23616.55,23603.25,23615.6
NIFTY 50,92959,23614.35,23621.3,23611.55,23614.35
NIFTY 50,93059,23613.7,23623.25,23611.85,23621.95
NIFTY 50,93159,23621.25,23630.95,23620.3,23624.75
NIFTY 50,93259,23624.1,23625.5,23603.0,23606.0
NIFTY 50,93359,23603.3,23605.7,23593.95,23602.7
NIFTY 50,93459,23603.3,23610.8,23602.75,23608.55
NIFTY 50,93559,23608.2,23610.1,23604.2,23608.65
NIFTY 50,93659,23608.85,23615.65,23602.4,23614.9
NIFTY 50,93759,23614.1,23620.15,23611.95,23614.45
NIFTY 50,93859,23613.85,23617.4,23604.35,23605.25
NIFTY 50,93959,23605.05,23607.95,23601.8,23604.05
NIFTY 50,94059,23603.9,23610.5,23598.2,23607.95
NIFTY 50,94159,23607.7,23611.05,23601.95,23605.2
NIFTY 50,94259,23603.2,23608.75,23598.55,23602.45
NIFTY 50,94359,23602.7,23605.9,23597.5,23601.85
NIFTY 50,94459,23601.85,23610.0,23601.45,23607.85
NIFTY 50,94559,23607.2,23615.1,23606.65,23611.9
NIFTY 50,94659,23611.25,23617.5,23605.8,23607.4
NIFTY 50,94759,23607.0,23607.35,23595.75,23604.95
