symbol,time,open,high,low,close
NIFTY 50,91559,24956.65,24976.1,24882.75,24920.1
NIFTY 50,91659,24922.9,24927.7,24888.6,24890.25
NIFTY 50,91759,24890.5,24891.05,24875.3,24887.25
NIFTY 50,91859,24887.35,24888.65,24864.65,24867.05
NIFTY 50,91959,24869.5,24884.9,24869.5,24874.3
NIFTY 50,92059,24876.2,24876.35,24839.1,24852.5
NIFTY 50,92159,24851.25,24851.25,24779.95,24782.1
NIFTY 50,92259,24786.45,24805.8,24769.3,24805.8
NIFTY 50,92359,24809.2,24828.7,24805.25,24805.25
NIFTY 50,92459,24805.9,24817.15,24790.65,24790.65
NIFTY 50,92559,24790.05,24813.4,24788.85,24797.2
NIFTY 50,92659,24798.6,24813.5,24793.35,24796.6
NIFTY 50,92759,24796.6,24801.15,24784.85,24789.85
NIFTY 50,92859,24787.0,24799.5,24784.15,24796.75
NIFTY 50,92959,24795.7,24810.4,24789.35,24790.45
NIFTY 50,93059,24791.9,24792.1,24765.75,24792.1
NIFTY 50,93159,24792.5,24818.9,24791.55,24809.6
NIFTY 50,93259,24807.05,24832.85,24807.05,24825.85
NIFTY 50,93359,24826.9,24838.3,24824.3,24824.3
NIFTY 50,93459,24825.35,24826.85,24805.45,24810.55
NIFTY 50,93559,24810.55,24821.4,24807.4,24809.1
NIFTY 50,93659,24806.85,24819.0,24795.0,24815.9
NIFTY 50,93759,24815.85,24826.3,24812.9,24824.2
NIFTY 50,93859,24824.05,24838.25,24823.2,24836.2
NIFTY 50,93959,24836.9,24841.65,24824.05,24830.65
NIFTY 50,94059,24830.35,24834.95,24822.45,24834.95
NIFTY 50,94159,24834.95,24836.95,24804.1,24810.5
NIFTY 50,94259,24810.45,24817.25,24806.45,24815.25
NIFTY 50,94359,24816.05,24836.75,24816.05,24832.2
NIFTY 50,94459,24832.65,24832.65,24816.55,24825.7
NIFTY 50,94559,24826.05,24827.35,24803.2,24804.35
NIFTY 50,94659,24801.35,24810.9,24794.8,24798.9
NIFTY 50,94759,24800.0,24801.65,24786.8,24797.6
NIFTY 50,94859,24797.7,24808.1,24797.6,24801.55
NIFTY 50,94959,24799.7,24799.7,24781.75,24782.3
NIFTY 50,95059,24783.1,24786.5,24778.55,24782.15
NIFTY 50,95159,24782.85,24799.3,24781.5,24798.2
NIFTY 50,95259,24798.85,24800.1,24778.2,24781.55
NIFTY 50,95359,24780.6,24796.85,24772.1,24788.5
NIFTY 50,95459,24788.85,24793.95,24784.3,24786.2
NIFTY 50,95559,24785.55,24797.35,24782.3,24796.05
NIFTY 50,95659,24796.25,24803.85,24792.25,24792.25
NIFTY 50,95759,24792.5,24792.6,24765.65,24765.65
NIFTY 50,95859,24765.85,24773.95,24750.7,24772.6
NIFTY 50,95959,24772.6,24773.0,24760.4,24760.4
NIFTY 50,100059,24760.7,24767.75,24749.45,24763.25
NIFTY 50,100159,24763.35,24763.35,24743.0,24747.5
NIFTY 50,100259,24747.7,24750.15,24737.7,24741.75
NIFTY 50,100359,24741.6,24758.65,24738.4,24758.0
NIFTY 50,100459,24758.85,24767.25,24753.1,24763.2
NIFTY 50,100559,24762.55,24773.55,24760.2,24772.3
NIFTY 50,100659,24772.7,24784.05,24766.6,24768.75
NIFTY 50,100759,24766.25,24768.85,24754.0,24765.65
NIFTY 50,100859,24766.05,24779.25,24764.55,24779.25
NIFTY 50,100959,24779.2,24780.9,24771.55,24780.9
NIFTY 50,101059,24781.1,24781.1,24770.95,24773.25
NIFTY 50,101159,24773.75,24775.7,24759.55,24775.7
NIFTY 50,101259,24775.1,24780.3,24770.7,24779.7
NIFTY 50,101359,24777.1,24789.7,24763.25,24788.85
NIFTY 50,101459,24789.5,24791.45,24774.95,24777.1
NIFTY 50,101559,24776.9,24779.75,24762.55,24762.55
NIFTY 50,101659,24763.2,24767.95,24753.45,24755.65
NIFTY 50,101759,24755.65,24767.2,24755.2,24761.1
NIFTY 50,101859,24761.75,24765.9,24760.35,24764.3
NIFTY 50,101959,24764.45,24766.15,24758.05,24764.45
NIFTY 50,102059,24764.3,24767.4,24760.7,24762.6
NIFTY 50,102159,24762.35,24766.4,24758.5,24758.5
NIFTY 50,102259,24757.95,24759.55,24753.05,24757.6
NIFTY 50,102359,24756.7,24770.65,24756.65,24770.55
NIFTY 50,102459,24770.05,24771.15,24760.2,24760.65
NIFTY 50,102559,24760.3,24776.35,24759.0,24774.75
NIFTY 50,102659,24773.8,24773.8,24758.1,24761.95
NIFTY 50,102759,24762.3,24769.8,24758.6,24769.8
NIFTY 50,102859,24768.45,24768.45,24756.95,24757.45
NIFTY 50,102959,24757.75,24764.1,24752.45,24755.7
NIFTY 50,103059,24756.3,24760.85,24753.55,24753.55
NIFTY 50,103159,24752.2,24767.45,24751.35,24767.4
NIFTY 50,103259,24768.55,24774.75,24767.4,24772.7
NIFTY 50,103359,24773.0,24779.25,24771.65,24773.35
NIFTY 50,103459,24773.6,24776.25,24769.6,24775.4
NIFTY 50,103559,24776.45,24786.15,24774.5,24782.95
NIFTY 50,103659,24783.75,24798.85,24781.35,24790.65
NIFTY 50,103759,24791.1,24794.25,24789.35,24791.95
NIFTY 50,103859,24792.1,24794.05,24771.35,24775.3
NIFTY 50,103959,24775.1,24776.7,24767.35,24775.7
NIFTY 50,104059,24775.8,24781.3,24770.1,24770.1
NIFTY 50,104159,24769.25,24773.8,24765.2,24770.95
NIFTY 50,104259,24770.15,24776.75,24766.8,24770.3
NIFTY 50,104359,24770.3,24772.2,24758.7,24761.5
NIFTY 50,104459,24760.4,24764.25,24760.1,24761.3
NIFTY 50,104559,24762.55,24768.2,24760.35,24767.15
NIFTY 50,104659,24766.4,24767.0,24760.2,24761.7
NIFTY 50,104759,24761.6,24765.35,24757.4,24761.75
NIFTY 50,104859,24761.3,24761.95,24754.25,24761.85
NIFTY 50,104959,24761.25,24766.05,24759.6,24761.25
NIFTY 50,105059,24761.4,24765.7,24758.55,24765.0
NIFTY 50,105159,24765.9,24783.15,24764.9,24775.35
NIFTY 50,105259,24773.8,24773.8,24766.2,24767.35
NIFTY 50,105359,24767.2,24772.7,24765.75,24772.7
NIFTY 50,105459,24772.35,24778.8,24770.7,24778.8
NIFTY 50,105559,24778.65,24801.5,24777.75,24801.5
NIFTY 50,105659,24799.95,24803.25,24790.6,24790.65
NIFTY 50,105759,24791.0,24791.0,24776.6,24778.2
NIFTY 50,105859,24778.2,24779.6,24772.3,24773.35
NIFTY 50,105959,24775.25,24780.55,24770.85,24779.7
NIFTY 50,110059,24779.7,24781.1,24772.6,24774.8
NIFTY 50,110159,24775.3,24800.15,24773.95,24800.15
NIFTY 50,110259,24799.8,24810.45,24794.8,24795.85
NIFTY 50,110359,24795.6,24810.7,24794.75,24808.95
NIFTY 50,110459,24807.7,24873.0,24807.7,24872.8
NIFTY 50,110559,24876.35,24960.2,24876.35,24904.7
NIFTY 50,110659,24904.8,24906.45,24836.55,24836.55
NIFTY 50,110759,24835.75,24857.7,24831.9,24836.9
NIFTY 50,110859,24836.65,24850.15,24825.1,24825.1
NIFTY 50,110959,24825.5,24872.4,24825.5,24868.15
NIFTY 50,111059,24870.2,24874.25,24842.65,24844.6
NIFTY 50,111159,24843.55,24870.85,24843.55,24869.15
NIFTY 50,111259,24866.7,24879.35,24853.85,24873.75
NIFTY 50,111359,24874.1,24888.05,24867.65,24880.0
NIFTY 50,111459,24880.05,24881.9,24873.45,24877.65
NIFTY 50,111559,24880.65,24916.4,24880.65,24907.15
NIFTY 50,111659,24906.0,24925.25,24905.8,24919.4
NIFTY 50,111759,24914.3,24925.75,24899.7,24899.7
NIFTY 50,111859,24901.65,24926.5,24897.75,24926.0
NIFTY 50,111959,24927.05,24930.75,24909.35,24913.85
NIFTY 50,112059,24913.45,24926.05,24899.5,24900.55
NIFTY 50,112159,24900.4,24915.2,24888.6,24911.9
NIFTY 50,112259,24912.45,24927.45,24908.55,24925.85
NIFTY 50,112359,24927.15,24927.15,24903.15,24911.45
NIFTY 50,112459,24912.0,24946.25,24908.3,24946.25
NIFTY 50,112559,24942.45,24984.95,24942.0,24978.35
NIFTY 50,112659,24978.1,24987.25,24974.3,24983.5
NIFTY 50,112759,24986.15,24994.85,24970.0,24970.0
NIFTY 50,112859,24970.65,24980.05,24970.15,24977.75
NIFTY 50,112959,24977.6,25013.65,24977.6,25013.65
NIFTY 50,113059,25013.3,25048.25,25012.75,25048.25
NIFTY 50,113159,25050.0,25062.9,25037.55,25037.55
NIFTY 50,113259,25038.8,25045.5,25004.45,25005.0
NIFTY 50,113359,25006.25,25038.0,25001.2,25031.25
NIFTY 50,113459,25031.75,25035.4,25011.15,25021.55
NIFTY 50,113559,25022.45,25028.0,25014.85,25014.85
NIFTY 50,113659,25014.4,25017.95,24987.75,24989.95
NIFTY 50,113759,24990.1,24992.65,24979.4,24988.3
NIFTY 50,113859,24987.6,24993.0,24961.1,24970.25
NIFTY 50,113959,24971.5,24976.6,24925.4,24976.6
NIFTY 50,114059,24974.5,24975.65,24955.35,24966.75
NIFTY 50,114159,24967.35,24969.5,24947.3,24958.65
NIFTY 50,114259,24959.25,24959.25,24943.5,24947.8
NIFTY 50,114359,24947.5,24948.9,24940.8,24943.45
NIFTY 50,114459,24944.35,24978.55,24940.4,24968.95
NIFTY 50,114559,24968.15,24976.2,24963.55,24965.1
NIFTY 50,114659,24965.85,24972.75,24964.55,24964.55
NIFTY 50,114759,24964.7,24974.45,24936.65,24937.25
NIFTY 50,114859,24936.45,24940.8,24916.55,24924.15
NIFTY 50,114959,24923.5,24932.0,24913.1,24930.3
NIFTY 50,115059,24931.1,24932.5,24908.0,24917.7
NIFTY 50,115159,24918.0,24928.95,24913.95,24920.85
NIFTY 50,115259,24921.3,24926.85,24915.25,24920.6
NIFTY 50,115359,24919.65,24924.35,24918.25,24923.05
NIFTY 50,115459,24923.3,24946.55,24922.3,24946.55
NIFTY 50,115559,24947.85,24961.2,24935.9,24961.2
NIFTY 50,115659,24961.75,24977.05,24955.05,24970.85
NIFTY 50,115759,24971.05,24973.2,24963.35,24970.2
NIFTY 50,115859,24970.15,24974.1,24962.0,24962.0
NIFTY 50,115959,24962.0,24962.0,24946.5,24948.05
NIFTY 50,120059,24948.15,24949.45,24926.65,24926.9
NIFTY 50,120159,24928.3,24959.9,24926.6,24958.15
NIFTY 50,120259,24957.45,24971.1,24955.45,24969.05
NIFTY 50,120359,24968.45,24968.45,24950.45,24955.15
NIFTY 50,120459,24955.15,24964.85,24950.6,24953.95
NIFTY 50,120559,24954.85,24965.05,24954.2,24957.7
NIFTY 50,120659,24957.9,24957.9,24949.25,24954.6
NIFTY 50,120759,24954.95,24954.95,24940.7,24942.7
NIFTY 50,120859,24943.7,24957.65,24936.7,24954.5
NIFTY 50,120959,24955.6,24958.65,24950.05,24950.05
NIFTY 50,121059,24950.05,24956.35,24943.5,24944.4
NIFTY 50,121159,24943.35,24947.9,24942.1,24946.15
NIFTY 50,121259,24945.9,24960.05,24943.1,24953.95
NIFTY 50,121359,24954.75,24959.85,24952.25,24953.95
NIFTY 50,121459,24953.95,24967.45,24953.95,24957.45
NIFTY 50,121559,24957.4,24962.75,24948.5,24948.5
NIFTY 50,121659,24948.55,24949.05,24933.75,24936.5
NIFTY 50,121759,24935.85,24943.0,24933.0,24935.05
NIFTY 50,121859,24934.75,24939.75,24923.4,24931.55
NIFTY 50,121959,24930.55,24937.95,24924.95,24934.65
NIFTY 50,122059,24935.45,24940.1,24930.75,24933.1
NIFTY 50,122159,24927.75,24927.75,24910.05,24915.05
NIFTY 50,122259,24913.9,24923.8,24911.6,24919.85
NIFTY 50,122359,24918.6,24920.0,24881.8,24885.85
NIFTY 50,122459,24884.5,24896.3,24882.45,24894.95
NIFTY 50,122559,24895.9,24897.65,24883.4,24893.75
NIFTY 50,122659,24892.45,24897.7,24885.5,24891.6
NIFTY 50,122759,24892.45,24908.55,24889.0,24896.2
NIFTY 50,122859,24896.85,24897.95,24835.15,24854.45
NIFTY 50,122959,24854.95,24863.4,24850.65,24856.3
NIFTY 50,123059,24854.05,24854.35,24824.25,24832.55
NIFTY 50,123159,24831.7,24836.2,24819.95,24832.75
NIFTY 50,123259,24831.95,24856.6,24830.45,24856.6
NIFTY 50,123359,24857.0,24871.25,24855.05,24870.95
NIFTY 50,123459,24870.75,24888.7,24865.95,24885.3
NIFTY 50,123559,24884.6,24885.7,24857.55,24860.5
NIFTY 50,123659,24861.85,24874.25,24861.85,24868.6
NIFTY 50,123759,24865.7,24865.8,24852.6,24857.45
NIFTY 50,123859,24856.8,24862.55,24850.4,24862.05
NIFTY 50,123959,24865.7,24868.9,24853.4,24854.05
NIFTY 50,124059,24854.55,24865.65,24852.0,24858.4
NIFTY 50,124159,24858.1,24866.45,24851.4,24862.6
NIFTY 50,124259,24863.4,24865.85,24847.1,24847.1
NIFTY 50,124359,24847.0,24847.55,24835.7,24846.9
NIFTY 50,124459,24848.25,24862.55,24844.8,24860.4
NIFTY 50,124559,24857.35,24876.6,24851.75,24876.6
NIFTY 50,124659,24876.7,24881.3,24872.85,24877.25
NIFTY 50,124759,24877.5,24878.55,24865.55,24869.05
NIFTY 50,124859,24868.85,24868.85,24844.9,24845.1
NIFTY 50,124959,24845.75,24851.15,24844.5,24848.85
NIFTY 50,125059,24850.15,24856.8,24847.0,24848.85
NIFTY 50,125159,24848.9,24849.9,24824.6,24832.4
NIFTY 50,125259,24832.65,24839.8,24826.2,24831.9
NIFTY 50,125359,24832.6,24847.55,24831.65,24846.95
NIFTY 50,125459,24847.1,24857.7,24845.15,24849.35
NIFTY 50,125559,24849.35,24850.6,24840.8,24846.5
NIFTY 50,125659,24846.75,24851.2,24844.95,24849.8
NIFTY 50,125759,24850.5,24850.5,24834.65,24837.25
NIFTY 50,125859,24838.15,24843.2,24821.4,24823.1
NIFTY 50,125959,24823.9,24832.6,24820.55,24824.25
NIFTY 50,130059,24824.15,24831.2,24822.35,24825.3
NIFTY 50,130159,24826.3,24833.6,24804.35,24805.2
NIFTY 50,130259,24805.15,24817.6,24802.7,24816.6
NIFTY 50,130359,24815.5,24822.35,24812.15,24813.2
NIFTY 50,130459,24814.35,24818.6,24809.05,24814.85
NIFTY 50,130559,24814.8,24821.65,24808.25,24813.25
NIFTY 50,130659,24813.2,24821.05,24810.65,24817.25
NIFTY 50,130759,24816.7,24817.8,24800.8,24805.55
NIFTY 50,130859,24805.45,24818.0,24804.65,24814.6
NIFTY 50,130959,24814.55,24823.85,24814.55,24823.65
NIFTY 50,131059,24822.0,24827.65,24817.85,24826.9
NIFTY 50,131159,24826.95,24837.1,24825.4,24825.4
NIFTY 50,131259,24822.95,24832.45,24820.15,24828.25
NIFTY 50,131359,24826.9,24828.7,24818.85,24827.45
NIFTY 50,131459,24827.85,24831.35,24823.1,24829.85
NIFTY 50,131559,24830.0,24842.25,24828.1,24838.85
NIFTY 50,131659,24838.85,24848.25,24837.95,24842.3
NIFTY 50,131759,24841.95,24842.3,24827.15,24829.65
NIFTY 50,131859,24828.65,24829.45,24808.4,24813.8
NIFTY 50,131959,24815.0,24822.05,24813.55,24816.5
NIFTY 50,132059,24816.75,24825.25,24813.9,24824.4
NIFTY 50,132159,24824.45,24831.65,24820.4,24828.35
NIFTY 50,132259,24828.3,24828.95,24808.7,24811.9
NIFTY 50,132359,24811.7,24817.6,24807.25,24809.55
NIFTY 50,132459,24810.05,24814.7,24804.95,24813.1
NIFTY 50,132559,24812.1,24817.6,24808.4,24812.9
NIFTY 50,132659,24813.1,24818.6,24806.1,24813.55
NIFTY 50,132759,24812.9,24816.65,24804.2,24811.05
NIFTY 50,132859,24811.1,24824.45,24808.8,24818.05
NIFTY 50,132959,24818.45,24829.8,24811.7,24824.85
NIFTY 50,133059,24824.75,24830.15,24823.35,24823.45
NIFTY 50,133159,24823.55,24837.55,24820.25,24831.7
NIFTY 50,133259,24831.5,24835.4,24820.45,24822.05
NIFTY 50,133359,24821.8,24831.65,24820.8,24823.05
NIFTY 50,133459,24823.8,24829.15,24821.25,24825.8
NIFTY 50,133559,24825.55,24831.65,24821.35,24825.85
NIFTY 50,133659,24826.1,24826.1,24813.95,24817.5
NIFTY 50,133759,24817.2,24826.7,24817.2,24825.3
NIFTY 50,133859,24824.9,24825.8,24820.75,24821.7
NIFTY 50,133959,24821.6,24827.8,24820.75,24826.3
NIFTY 50,134059,24827.05,24843.75,24821.55,24834.9
NIFTY 50,134159,24836.95,24838.4,24826.6,24826.8
NIFTY 50,134259,24827.0,24840.7,24826.2,24836.4
NIFTY 50,134359,24836.6,24841.05,24829.65,24838.05
NIFTY 50,134459,24839.55,24849.3,24834.85,24847.4
NIFTY 50,134559,24847.5,24871.85,24846.5,24852.05
NIFTY 50,134659,24852.95,24853.55,24836.05,24838.55
NIFTY 50,134759,24838.45,24841.9,24834.95,24838.15
NIFTY 50,134859,24838.55,24846.9,24836.5,24838.95
NIFTY 50,134959,24839.2,24841.75,24836.5,24838.9
NIFTY 50,135059,24839.25,24841.75,24834.0,24835.75
NIFTY 50,135159,24834.9,24845.15,24833.2,24833.55
NIFTY 50,135259,24833.15,24838.25,24823.5,24825.7
NIFTY 50,135359,24825.0,24828.95,24814.5,24821.15
NIFTY 50,135459,24821.25,24821.25,24806.8,24810.7
NIFTY 50,135559,24811.15,24814.8,24808.7,24813.9
NIFTY 50,135659,24813.8,24814.85,24810.15,24813.15
NIFTY 50,135759,24812.55,24815.3,24810.35,24811.25
NIFTY 50,135859,24810.9,24815.75,24803.05,24805.45
NIFTY 50,135959,24806.15,24806.15,24761.7,24764.35
NIFTY 50,140059,24761.6,24766.1,24744.55,24766.1
NIFTY 50,140159,24766.25,24775.05,24765.3,24767.9
NIFTY 50,140259,24767.1,24773.25,24763.0,24770.6
NIFTY 50,140359,24769.7,24775.7,24769.7,24772.85
NIFTY 50,140459,24772.8,24783.95,24767.05,24769.05
NIFTY 50,140559,24769.2,24775.8,24766.25,24773.85
NIFTY 50,140659,24773.75,24787.2,24773.05,24782.5
NIFTY 50,140759,24781.8,24787.45,24762.25,24764.4
NIFTY 50,140859,24765.0,24771.9,24762.45,24771.9
NIFTY 50,140959,24771.55,24773.35,24756.95,24761.55
NIFTY 50,141059,24761.95,24769.25,24760.55,24769.25
NIFTY 50,141159,24768.9,24770.9,24763.85,24765.75
NIFTY 50,141259,24766.05,24767.25,24760.65,24764.15
NIFTY 50,141359,24763.1,24770.4,24762.8,24768.8
NIFTY 50,141459,24769.6,24771.4,24764.6,24767.6
NIFTY 50,141559,24768.25,24775.55,24768.25,24773.2
NIFTY 50,141659,24772.75,24779.95,24754.65,24754.9
NIFTY 50,141759,24755.1,24758.5,24725.0,24726.7
NIFTY 50,141859,24724.85,24732.35,24716.0,24731.8
NIFTY 50,141959,24731.95,24735.4,24721.7,24722.45
NIFTY 50,142059,24721.6,24727.55,24704.1,24726.25
NIFTY 50,142159,24725.05,24735.25,24723.65,24733.95
NIFTY 50,142259,24734.35,24737.1,24727.65,24730.8
NIFTY 50,142359,24731.75,24734.3,24723.05,24734.2
NIFTY 50,142459,24733.6,24737.55,24731.6,24737.55
NIFTY 50,142559,24737.65,24738.5,24727.65,24729.3
NIFTY 50,142659,24730.05,24739.5,24726.3,24739.5
NIFTY 50,142759,24739.1,24739.1,24725.1,24735.7
NIFTY 50,142859,24735.55,24737.5,24730.95,24736.0
NIFTY 50,142959,24735.45,24736.95,24728.55,24731.35
NIFTY 50,143059,24731.4,24734.35,24727.45,24730.05
NIFTY 50,143159,24729.6,24743.65,24728.8,24743.3
NIFTY 50,143259,24742.1,24750.75,24742.1,24747.9
NIFTY 50,143359,24748.2,24752.3,24743.35,24751.25
NIFTY 50,143459,24751.0,24757.5,24748.85,24757.4
NIFTY 50,143559,24758.35,24766.45,24752.3,24764.1
NIFTY 50,143659,24763.9,24771.2,24760.8,24763.4
NIFTY 50,143759,24763.05,24763.05,24745.2,24758.05
NIFTY 50,143859,24758.4,24760.45,24753.7,24760.45
NIFTY 50,143959,24758.65,24765.15,24757.25,24765.15
NIFTY 50,144059,24765.75,24774.0,24765.45,24772.2
NIFTY 50,144159,24772.1,24774.4,24767.95,24772.1
NIFTY 50,144259,24771.3,24776.65,24771.3,24775.9
NIFTY 50,144359,24775.65,24779.25,24774.95,24779.25
NIFTY 50,144459,24780.4,24784.95,24773.1,24780.65
NIFTY 50,144559,24781.25,24788.4,24774.85,24788.4
NIFTY 50,144659,24789.75,24789.75,24781.25,24783.1
NIFTY 50,144759,24782.75,24783.3,24767.1,24769.0
NIFTY 50,144859,24768.6,24788.35,24767.55,24788.35
NIFTY 50,144959,24787.8,24797.2,24787.8,24790.3
NIFTY 50,145059,24789.9,24798.15,24789.9,24798.15
NIFTY 50,145159,24798.25,24798.25,24788.45,24790.45
NIFTY 50,145259,24788.7,24793.85,24780.4,24789.35
NIFTY 50,145359,24790.1,24794.45,24787.15,24788.35
NIFTY 50,145459,24787.65,24791.15,24781.25,24786.15
NIFTY 50,145559,24784.85,24794.25,24784.85,24793.95
NIFTY 50,145659,24793.95,24794.45,24778.95,24792.7
NIFTY 50,145759,24793.25,24797.35,24789.4,24797.35
NIFTY 50,145859,24797.75,24810.2,24795.05,24808.1
NIFTY 50,145959,24808.0,24817.7,24803.6,24817.7
NIFTY 50,150059,24818.05,24828.2,24817.1,24823.95
NIFTY 50,150159,24824.7,24828.6,24821.9,24823.65
NIFTY 50,150259,24825.3,24826.75,24820.8,24822.5
NIFTY 50,150359,24822.35,24824.6,24818.6,24819.25
NIFTY 50,150459,24819.25,24822.7,24816.65,24818.0
NIFTY 50,150559,24818.0,24824.65,24817.65,24820.95
NIFTY 50,150659,24820.6,24827.45,24820.25,24824.95
NIFTY 50,150759,24824.9,24827.3,24823.15,24826.85
NIFTY 50,150859,24826.4,24835.35,24825.6,24834.7
NIFTY 50,150959,24834.85,24842.7,24834.85,24841.5
